,Profit
16366,35.6355
4377,197.88
25383,38.208
12090,46.9278
34623,23.004
34078,-7.44
48656,8.49
9769,18.08
23881,11.61
13126,101.567
42516,25.29
30084,18.3276
23587,3.96
40175,19.95
39523,10.24
1077,7.84
46467,4.8
49152,14.7801
22657,13.48
17609,-2.04
33796,73.32
12838,45.6
7544,15.66
44211,-11.76
12802,1.44
37299,59.4355
2608,62.385
3570,64.7892
35460,15.03
3000,74.8524
23366,0.0
19709,-82.818
15108,2.97
26896,3.36
17712,70.5
34655,21.78
11327,99.372
46890,-2.1792
19973,7.2
36107,55.86
216,71.76
33531,1.16
46660,15.552
21937,4.02
10735,13.02
23858,-7.764
9317,-0.0895
23210,-33.24
16100,-33.804
7439,97.56
33419,11.1
45592,5.64
29744,5.28
46883,-3.076
10855,1.8
37885,15.624
38760,17.784
35963,23.64
13561,-17.84
41987,6.0
31850,8.94
24987,4.5
41008,4.743
2729,0.0
17961,16.86
18398,6.6
4883,364.95
25982,-140.886
22792,6.7048
37508,6.3
2417,3.96
48530,0.51
45377,4.5
12900,-330.352
23496,-0.656
25812,57.24
6684,1.65
6232,20.48
8085,0.8988
30743,4.02
39447,-10.4274
26131,-55.842
12613,154.08
29889,82.8
16419,20.1
7330,3.528
21594,10.902
39264,28.7964
32420,36.282
18329,5.94
13365,-0.072
24576,3.87
33684,6.87
2829,999.36
47908,-10.377
13557,133.74
23206,19.5
28929,45.936
41931,8.3028
10999,215.5
19732,0.8804
30144,12.12
9803,240.859
20892,-2.36
31830,-32.9292
41046,9.258
48278,-18.36
33113,-115.92
43202,0.702
35917,8.0724
28519,14.2758
441,13.2
44108,-1.1349
5504,14.82
9790,1.8
37926,5.4
39162,32.94
30330,-64.02
42991,4.74
47738,3.16
13963,8.983
10539,29.386
19438,85.98
43929,33.792
12088,178.901
195,26.04
13396,9.28
17807,3.3
10434,42.588
33995,-51.612
37718,25.2
2705,54.0
26856,9.03
23870,55.74
39687,-64.71
31542,-36.2136
39883,0.72
3986,169.68
30610,-12.148
15959,95.1888
13591,176.515
39538,27.06
39246,-0.064
4740,114.69
49639,5.2884
12290,3.363
29123,94.08
42286,3.052
22294,15.12
30583,10.36
34934,8.568
45187,-1.876
43923,21.15
13326,142.155
36936,13.4372
12403,22.48
16476,11.68
34981,-1.952
31038,6.9864
45801,-0.63
34292,-131.445
1470,2.52
17220,81.432
5685,3.57
31946,69.6
49393,-7.36
43452,16.56
18508,13.92
34662,2.9889
22955,67.5
28589,88.074
47981,6.0
45398,0.48
29611,3.633
42011,2.85
23686,63.135
36960,-22.704
29879,4.4
36161,-25.452
23639,-241.176
8962,31.56
21503,18.0375
31370,-80.514
33574,14.04
39750,2.142
13610,2.7045
18670,-5.58
28875,13.846
47804,-23.548
45311,10.26
6705,-319.464
15459,3.18
32104,-4.62
8220,80.343
28335,4.77
40283,-1.197
22154,11.895
20768,97.44
39361,7.0
42508,6.132
31294,55.44
1157,585.552
12736,-48.168
47578,0.6696
28471,3.8048
22596,-45.48
44143,11.97
28048,91.3248
578,328.23
17817,30.786
13606,9.7164
45623,8.16
21347,43.65
48224,0.5244
31979,41.3
15381,1.89
44846,-0.564
3858,13.68
21194,84.28
12865,4.34
4855,14.66
47368,-0.9933
42902,18.504
39109,36.66
23352,108.57
7442,10.8248
39315,-1.12
26949,70.98
27630,56.568
12909,194.85
14276,1.9926
17237,10.5
24019,-32.5584
26852,58.179
46014,-24.63
37943,-30.675
20712,0.24
23562,31.8
11905,55.32
21255,-20.7
36053,52.83
23307,-0.8595
44270,13.5
28945,13.59
19557,18.9
46930,2.584
25355,4.008
38320,26.649
2740,100.425
48092,1.34
13631,-264.215
19711,45.0016
17419,217.44
24447,39.32
27225,57.5928
1812,110.91
11313,67.992
21027,93.72
8899,138.87
42290,5.22
33334,-19.38
36937,1.6896
14458,7.008
4034,194.94
14424,-49.248
14972,33.84
46834,8.82
33096,46.8
34134,-72.0144
848,0.36
24015,1.08
14304,-11.5425
33775,7.2
26996,-7.0065
45932,25.92
42537,5.5216
24964,39.66
45848,-6.231
41532,-4.5824
5751,608.55
10153,27.36
41056,6.6
32842,6.3135
6348,29.97
43551,32.76
29347,-0.564
21149,2.8296
27754,96.3
1687,25.92
11275,229.268
38568,133.6
16372,4.1
27721,24.9
42708,-137.268
2982,17.22
29145,-70.575
34432,-11.865
9020,-6.3882
28177,23.028
19460,57.0
34715,-25.116
39585,5.4
21761,-260.964
25243,21.84
39480,27.72
2081,-3.504
25088,4.0
46651,9.312
7789,23.9904
33392,19.968
44384,24.78
22691,-36.828
28309,34.56
48654,-37.59
44608,4.47
24517,40.5
22898,59.52
41907,0.27
23719,20.7
38785,2.58
30199,22.89
8445,28.08
46138,13.62
523,26.565
26530,-20.466
43024,-8.22
35702,46.08
4822,9.03
6976,24.84
14326,14.67
27692,22.02
30376,-2.304
7414,128.592
36339,32.64
10758,8.262
30374,14.28
30407,17.46
32891,23.4
27945,48.6
23678,36.15
3068,-56.88
24810,-168.86
19136,-77.56
37140,16.92
45877,1.26
5114,24.894
39603,11.113
26857,36.81
5169,7.29
18917,33.936
3759,3.2352
17192,58.8
22069,0.99
34011,0.0
32512,0.268
10378,117.615
29173,-12.522
16181,-40.776
32532,7.92
23522,-190.134
26865,2.82
16416,-192.096
43441,14.4
21026,20.6016
49079,2.76
26344,-1.578
32679,30.0
16392,74.975
30190,92.88
29854,43.2
32292,-0.105
46213,11.907
45221,-11.196
16140,5.4
30507,-29.94
31183,15.998
21028,13.92
48484,3.4944
5683,-2.1756
33608,-2.508
22930,0.0
21171,11.732
20844,-0.063
9459,25.7488
46830,12.24
21547,-138.69
31257,-45.048
34621,0.0
43368,1.152
26402,-15.852
20370,19.8
46921,2.245
33702,19.56
41813,13.398
45609,8.13
9998,48.213
2527,6.462
19961,7.2
1484,239.996
13167,181.74
3270,11.7782
3610,-119.925
29329,12.348
9683,20.16
8171,150.39
19035,79.692
24390,26.55
2464,41.232
27539,0.0
38769,0.0
9427,45.456
42253,3.52
28157,6.96
35069,10.518
36908,2.46
12653,-127.308
18473,149.76
22272,52.08
33829,35.8644
47447,2.0049
34823,12.0
38105,38.3508
20206,37.08
8270,413.25
21401,0.24
7209,320.715
49579,-10.668
44352,4.02
22321,101.64
29502,66.15
7324,-10.23
22883,30.36
30539,2.37
49541,2.184
38717,-24.6
26593,-0.819
7126,268.804
30950,7.56
46283,0.0
32487,19.674
29207,9.12
7822,292.8
5528,22.71
21327,-52.248
29653,136.2
37234,-11.88
25055,11.88
13363,69.3
40656,-37.936
640,327.592
28271,-3.816
31234,31.4
40620,-16.776
43868,12.2
2875,43.1991
10075,-875.592
44487,9.8901
5879,-376.335
38537,23.64
42942,-18.528
4455,157.488
48845,0.84
11098,-26.232
17271,-165.24
4244,86.31
1508,-0.03
43454,6.12
14302,43.956
46004,1.42
5304,25.56
10439,117.9
42522,23.59
19719,4.56
38257,-30.105
48703,0.7152
736,3.24
3607,102.42
9828,-9.57
36044,1.0346
11189,-63.168
35000,-27.456
16745,1.7901
46172,5.43
45828,-17.49
25283,169.74
2624,32.28
6653,3.71
8318,15.48
13315,-162.3
34569,12.84
14427,2.9145
40587,7.4985
12695,70.08
11897,163.818
29206,16.96
16270,152.7
22845,35.73
39970,11.82
13759,126.63
38798,4.7976
6108,-32.516
40154,-4.86
44778,-4.352
21824,-5.655
33427,38.025
42840,2.52
2211,-0.045
28153,-173.598
28723,-98.964
37119,-58.38
9170,1.86
40838,32.58
37681,34.14
20201,-263.4
47574,-20.1663
47313,-7.38
3288,2.94
48063,2.0748
40307,2.06
4982,6.8724
13360,8.61
48242,2.82
16451,58.08
28056,13.572
45118,-9.456
37190,41.22
407,-16.9947
39470,8.49
46785,0.27
45987,7.08
21842,63.33
31155,-1.484
4315,375.43
42896,-0.648
2915,923.37
39747,26.16
38242,-2.73
12524,11.85
5011,15.45
14005,207.886
343,2239.99
16398,87.84
22059,27.765
17244,139.32
38298,16.8
22077,14.4096
12422,-95.2
11902,286.731
37473,12.3
6682,6.6
28983,29.85
35763,4.11
24978,-24.324
31453,-88.92
40078,15.42
4506,4.1944
37236,-210.966
22125,34.2
26174,-53.775
31513,39.36
1048,426.58
15119,23.52
43987,0.72
17183,-3.692
26776,17.94
40567,9.072
16050,2.7
24158,19.1976
22879,129.384
31888,-825.3
36064,72.6
34454,18.6624
31894,10.5
23933,42.06
41177,-5.448
48054,0.99
23964,20.24
10591,1.24
12006,226.2
27727,59.43
40365,-9.6
17317,37.9431
38266,7.428
42436,0.0
37159,13.32
15679,18.7344
27737,-29.5776
10074,-32.04
19018,6.18
49590,-1.9656
31304,13.02
19030,-165.072
10163,6.48
3161,24.96
39528,-1.395
28654,-318.2
14766,117.432
1131,4.23
5370,-131.951
12557,23.37
30833,18.45
19863,62.1474
15157,-169.344
7801,-133.668
7029,43.857
24540,3.08
7258,582.232
43545,-25.872
6366,78.03
22245,79.8
9951,179.7
18367,4.08
44462,1.2
16545,57.456
39002,42.66
20920,13.8528
46385,-2.604
22956,29.692
5522,337.26
17342,79.74
16264,-167.27
35091,42.6
24553,40.92
2742,9.96
3049,239.94
49,28.404
18741,11.52
33285,16.296
41305,7.764
10500,27.12
43173,-64.716
5864,26.1
32570,-44.766
27205,359.999
18769,152.023
44768,0.66
30345,137.07
30891,8.91
22535,10.74
46295,4.92
39718,-0.632
173,4.728
46379,3.4276
35581,12.0
12724,-69.336
13701,12.424
45626,-0.6435
46969,2.37
419,36.0
30658,-35.8614
27704,13.8
45336,11.2422
14067,-19.62
19079,25.41
22665,2.4
30919,78.228
34737,2.7
47781,4.2408
44072,2.08
37759,25.8984
32278,1.08
33336,-21.126
8850,60.0
41982,-13.44
3243,56.301
800,714.0
36965,78.48
12395,57.06
44335,-5.757
11527,-224.875
13150,148.671
29434,48.69
7515,13.92
42964,12.2946
41140,34.08
40521,-76.08
44436,1.26
32458,9.27
34190,3.42
22037,-4.068
46886,5.94
31068,14.9946
3663,752.64
47952,0.66
44170,14.76
5627,7.68
30245,9.798
3707,-118.71
27660,15.6
33652,11.214
45243,1.72
71,13.26
4280,22.92
3555,-24.84
41493,33.48
40418,-14.382
21634,89.28
42437,1.53
33468,12.0
39403,40.59
10069,7.0
15013,7.08
29828,-17.49
33524,-30.066
4669,706.56
34208,8.3328
19151,22.2
39304,19.305
37360,-29.3238
37192,10.9885
36726,-8.516
44077,1.26
19105,81.09
10254,-20.7
4579,18.0
11029,26.01
32227,31.428
37838,13.8915
49367,-4.5039
23137,32.7285
26364,21.15
10604,3.69
35748,21.42
2799,10.83
38579,-17.848
10241,3.9852
18080,10.0724
41484,3.0144
27845,63.24
20879,11.4
44506,2.5592
48103,9.9296
19746,-36.928
3788,15.6332
18832,-38.79
48451,-2.8752
7134,4.68
6373,206.199
47961,-1.428
49173,0.0
8375,35.1
29435,15.75
1668,1537.83
5367,59.493
14757,12.06
21854,206.37
36759,4.5
25516,132.59
28777,-5.52
7168,192.501
21212,7.14
20274,-127.44
8042,3.0498
15124,156.16
36941,-56.472
14354,15.0
29094,-251.1
33882,22.08
36494,-3.9
31190,6.462
8466,170.1
3486,628.5
11168,12.28
14300,-69.258
38651,-0.416
354,312.66
7519,266.4
29448,31.941
37294,15.84
13529,222.72
41044,20.4
30948,24.45
38971,2.6964
16886,240.265
46844,-2.73
38481,40.8
24279,1.6762
19236,220.68
31506,9.45
25571,6.504
47971,21.5824
48386,2.5707
20643,78.72
18838,10.08
2652,13.26
36532,23.55
41552,-52.656
26233,22.05
28079,5.72
12151,3.1482
45228,13.68
36418,52.532
13438,19.6328
21020,65.2
37242,32.56
20864,16.98
42524,25.098
41927,15.327
38611,-14.784
15004,36.6
26922,18.0
10761,92.3936
15224,13.56
24606,86.25
28532,-15.486
17837,27.0
11210,17.2083
10927,18.756
20436,203.58
27587,-8.628
22198,-6.612
42362,18.892
45484,12.96
30967,-44.175
22932,2.34
2000,-1558.15
42662,-42.504
33967,1.392
36774,-19.504
40198,-64.35
31605,-5.487
36699,32.64
6427,10.86
8739,3.339
14182,316.92
44239,10.29
24433,-5.7645
25969,4.32
36350,8.44
31158,-53.072
23257,24.18
27902,4.62
24988,40.98
35928,-17.055
27707,-74.9027
27837,51.5385
36345,37.366
25627,-423.444
7070,21.0
8322,-1030.72
30200,-2.68
43904,-10.032
7205,5.8
41604,21.6
41601,16.398
36825,20.58
20896,29.664
21728,-44.838
5836,31.84
45910,-3.4272
7294,62.748
32422,5.9598
29479,0.0
45601,2.9322
35232,0.99
24577,19.35
42201,19.2384
10827,83.52
28978,-5.31
11732,140.64
42081,-8.152
42690,8.72
34770,52.688
12691,36.36
1487,245.04
40377,10.2
12266,118.875
10339,1.86
40339,-6.3
4336,13.77
14575,48.3855
27592,-202.438
22239,7.95
18192,-62.988
5977,305.4
6230,394.268
19211,22.14
14494,16.464
19646,52.65
14233,5.5662
41455,26.4
34780,12.69
45644,11.088
44204,-8.0988
1703,-134.064
34532,5.2528
8059,7.1864
3994,3.3524
46378,2.0358
5046,638.46
41020,3.3
32358,60.1
46859,2.322
42615,4.02
930,64.956
12793,16.88
13577,244.02
23356,143.36
37103,-117.144
15189,284.5
861,847.041
40820,24.42
10609,53.261
9062,316.2
1594,123.3
26406,0.0
48789,-15.12
29900,2.544
10656,-129.972
40891,-23.895
47043,3.9592
29111,29.495
38284,80.3404
26689,10.0878
20996,12.76
17452,63.606
46849,6.54
13857,0.0
24114,9.45
37611,27.36
11335,-771.18
18798,7.11
48876,-7.833
41763,40.5
34344,17.61
45957,-54.708
11670,356.613
22018,39.636
30695,27.06
6075,-18.981
7920,215.64
43587,115.68
8677,74.0925
225,27.3
28298,8.7168
49411,-14.586
33420,1.521
28217,24.36
17212,174.42
10389,2.3997
2761,232.083
24018,62.43
12498,2.76
45727,10.626
4538,24.84
42061,6.291
29155,24.75
38941,24.6
37913,-1.788
49446,6.5472
20302,189.56
7456,15.28
28233,21.21
7122,0.72
34097,12.69
41900,25.11
29088,8.82
38949,22.38
23181,-7.656
43301,2.67
8904,70.08
29365,159.417
39807,7.77
47349,9.42
38045,36.88
46099,7.48
18916,79.875
38352,15.552
19559,-199.617
9648,22.41
17086,203.58
14518,9.6
46031,21.15
1246,57.36
39514,-69.246
48673,4.26
48983,5.8708
21030,6.7252
42221,7.506
41589,14.76
17313,13.77
43756,10.8784
9613,110.313
13611,-258.63
3241,52.9743
43751,-15.9252
43101,13.84
38775,71.7
1413,100.989
40732,18.12
14617,52.62
24779,1.89
21245,72.24
8454,-15.1767
45424,11.46
28617,30.471
48665,-1.17
21768,-176.58
18362,-49.29
27006,49.62
13660,77.22
43722,6.78
1621,0.8
49138,-6.195
46896,15.2208
2404,-24.36
30381,5.4
43885,-22.128
19568,14.79
5396,9.2664
26722,15.33
35493,-7.104
43697,-29.928
42523,5.7072
43128,7.47
28603,-5.072
21220,5.2312
1784,4.32
10629,10.92
20965,-102.832
13822,5.28
40392,-48.9
43995,-11.556
4828,61.389
42269,7.32
20258,-18.6096
30387,27.1503
30115,-76.9725
33590,23.92
6750,188.14
39313,-54.057
24202,37.176
10512,-11.952
23637,38.481
6496,87.76
17023,104.88
45926,10.02
1851,62.28
4826,140.686
41766,14.88
22750,6.6588
44579,-9.9
17052,6.852
20052,1.4952
18596,96.1643
31689,49.98
4181,-1.332
36767,-24.189
19926,109.08
48994,5.8812
3705,-2.82
44507,-2.16
5803,-77.8464
9598,18.3264
46176,-11.656
6429,37.2
46499,5.28
29408,51.4
49546,-0.348
40018,36.282
32456,11.97
32190,22.8
24909,30.499
8510,4.56
22978,74.34
4550,49.155
11807,26.895
15017,84.96
23597,1.6688
17348,50.16
2746,3.18
48564,-4.806
39526,-124.86
5297,0.0
17697,43.74
30176,-88.68
49303,3.87
23090,31.5192
47744,1.07
30073,6.68
512,174.438
32549,3.4668
7743,6.57
9451,460.608
49283,-4.968
32817,19.665
20385,4.242
1976,43.92
32960,-4.212
42166,-6.615
9134,-88.935
35646,2.61
21844,33.96
16253,77.55
44952,3.42
9194,52.9173
7132,22.6068
657,15.552
36669,15.48
35991,19.872
15590,20.04
44685,5.7
45476,-4.992
37483,59.13
21619,4.5
17812,106.44
20402,38.24
31904,2.73
26610,95.88
25603,41.58
7781,16.86
3899,8.49
37668,7.656
15277,-13.6312
17549,-23.9372
48861,2.88
42476,3.96
16174,19.68
45399,-8.988
46516,8.52
9303,8.61
42403,15.777
5236,-2.3688
19685,-16.08
43891,-1.755
27259,17.64
17356,314.642
18876,9.3312
34554,18.6
35836,6.81
316,261.24
729,2.9061
25376,2.85
17075,164.7
1841,18.96
2386,194.427
21069,105.28
25962,-6.705
49406,0.9612
8040,334.86
42455,7.44
28596,-82.04
42006,-1.744
8404,395.88
37862,7.245
45766,-27.3648
43787,7.9704
24744,62.46
14815,-8.145
8368,15.51
29630,89.55
33856,5.76
7592,116.0
12969,64.6817
3002,163.787
6687,3.3
5598,165.287
3953,3.976
13723,30.6
37336,46.9952
17418,22.32
5186,92.88
13307,4.8
22910,6.8
7268,-35.9058
17474,-57.588
42418,1.1988
13912,9.396
43796,3.96
13129,33.3
27619,11.52
1458,573.12
15561,0.0
37541,-106.938
46020,8.7
4845,751.8
35652,-8.19
45159,4.32
7155,349.56
38246,11.456
45650,6.812
23879,0.0
35211,-20.6328
7708,43.68
31769,-74.496
22775,13.5072
35666,-29.76
34128,-2.664
47140,6.3504
46535,4.02
46224,5.056
22915,43.24
41878,32.58
42842,30.96
5874,-17.1
39941,13.68
30454,13.3056
49595,15.3952
13876,-4.9164
31465,-10.17
43281,-52.404
9656,172.2
34056,59.24
42824,-1.7772
19012,4.8
816,20.7
49107,-15.201
41315,32.64
22840,121.74
30016,-12.714
24869,7.95
23498,52.08
47624,3.9
49583,1.8048
37601,28.41
17521,21.9
6231,72.72
27400,34.29
32541,13.644
26194,-261.183
21178,1.5
25635,-22.404
29449,12.744
39604,24.84
19271,-389.159
29885,6.6
15331,160.8
39038,4.06
49285,-1.24
36377,3.24
3378,7.16
18285,35.985
17808,79.68
35756,57.358
24901,191.52
20649,3.546
29337,18.6
26302,8.16
13047,8.106
11099,-50.8308
38569,45.2
42482,8.82
15134,50.094
49360,-10.698
40394,-2.22
37429,1.5456
15767,15.75
31580,29.4
44494,3.904
3028,5.55
44107,49.5
22445,-5.0512
45172,12.78
7950,0.0
7182,203.28
12229,36.96
49574,-5.373
38125,-5.264
30719,8.58
19538,19.44
30001,78.3888
49131,0.42
44222,0.7665
48485,2.592
18363,35.1
21350,-30.654
33954,-191.619
19155,213.06
4988,-138.14
31477,-38.8212
32435,1.476
24646,5.32
32997,96.3438
28836,11.37
30419,21.7095
14350,24.33
21497,4.68
33292,8.048
37597,-4.2948
49301,-10.44
2296,9.3906
3831,12.69
32996,45.576
9420,21.12
49552,6.2208
14763,77.58
29003,16.17
3434,139.32
9125,6.033
3077,22.986
1107,-6.804
34749,0.0
47067,2.3025
44225,15.336
47080,-4.072
21193,24.48
2146,68.12
23417,20.88
40032,14.76
43266,11.88
46462,1.59
25983,-60.8361
9036,32.76
19574,44.73
6194,17.847
19847,12.96
34897,0.0
40161,7.884
12750,14.34
6266,85.26
23972,74.76
14049,9.7119
48072,-14.76
19821,11.4
5121,-153.36
19243,2.84
1675,6.36
36697,68.22
4146,58.72
39438,-35.3646
48097,4.266
4707,174.636
2585,83.592
9353,18.8937
43247,9.04
31189,33.6
15127,62.58
22287,1.0114
31341,51.12
13538,67.92
40199,-15.39
21519,-33.648
48199,8.12
14495,94.806
19922,239.82
7831,-121.425
11813,98.4
49291,1.3365
6689,225.264
37959,5.94
33886,58.968
32866,14.08
2820,-34.461
27077,6.4206
1034,674.73
233,72.6408
15662,-60.92
31437,0.48
31701,-4.788
46791,15.599
19022,178.11
11666,21.32
6778,162.24
1319,276.534
42385,4.08
47178,6.2208
40210,8.73
28007,6.2937
27535,21.12
20430,-8.6916
48458,4.872
34379,37.32
756,429.577
38741,34.72
22642,31.6
8188,104.4
9349,16.7
47058,4.41
5042,70.1955
26138,9.192
6211,26.1
46922,4.92
9073,58.14
37056,-7.2589
13814,13.92
37463,17.1
35168,19.775
48347,30.2384
17136,197.3
811,-244.251
17416,20.943
42935,-15.342
18861,55.74
11538,-3.9624
23844,-24.5
13197,-120.051
48500,2.772
23829,3.69
10324,210.21
2630,-17.6895
21847,13.0707
16179,59.0
8489,-35.994
1618,56.475
11715,-1011.64
33515,126.48
42349,5.8605
31950,49.14
13604,-351.405
6361,103.6
19783,3.72
47311,0.3
7284,-2.16
17149,-26.352
33685,73.5448
14874,19.4656
4222,183.33
26376,-168.647
27879,56.16
15665,-16.725
13655,59.19
48610,-4.515
45508,3.1
18237,47.0298
14206,105.3
15521,19.2
22652,84.888
12967,19.76
24531,48.632
23018,97.12
10592,8.8
26007,35.694
39127,14.49
42937,2.37
21349,-10.035
8883,-29.328
10050,-209.296
13657,12.8256
210,-0.972
33417,0.48
28031,5.7
8976,-241.296
35926,-3.075
35802,21.69
11986,-152.28
30495,116.4
3022,0.9144
4110,411.33
36342,6.723
15368,-56.328
15555,29.964
32041,6.0416
6915,4.92
44615,-15.435
37007,0.0
10821,3.96
31549,1.8
11034,12.78
46086,1.44
17176,93.0552
18517,9.68
26101,19.11
14092,77.7
8344,455.2
12958,-37.908
16694,3.6018
14018,5.2332
47144,11.1024
16875,60.66
24777,47.46
26753,67.99
19413,19.98
3031,101.214
32091,2.7
6923,-153.346
116,79.23
34810,43.5981
24674,-1.8612
32423,33.7212
38516,71.46
34365,6.27
12136,15.2388
14050,6.2208
13099,15.93
30125,6.06
31201,3.7776
49481,0.9856
27067,-10.488
15230,77.0352
41769,12.3
7682,3.648
18209,23.31
37898,5.697
48697,3.6
36836,15.96
17024,24.33
25644,-13.32
35243,5.25
34834,7.049
27448,-75.8304
45097,12.691
31108,28.56
22610,23.4
15647,1.38
35893,1.44
6802,0.0
75,9.48
36333,35.34
17679,-22.122
26304,19.7
1124,6.567
39146,-7.782
11165,2.3607
33442,0.0
12662,11.85
22338,-9.6
28738,8.25
15750,-13.312
12457,4.92
29948,2.424
44873,-1.856
6179,539.925
12623,3.21
19412,17.1
8477,6.24
11163,6.5892
36247,4.29
15258,228.079
194,119.28
23254,60.744
26247,37.8
20094,53.07
2813,1.08
41437,-2.622
20722,-35.5136
2664,-938.28
48025,0.6258
40237,5.85
2952,251.693
5491,-6.774
11789,227.88
13375,-456.936
46076,12.48
48662,-2.836
16889,18.447
41409,-2.016
29569,93.12
38282,10.2245
7891,-0.009
9935,48.96
45972,5.3721
25775,-10.368
11476,95.2
23607,108.8
41377,2.211
13377,-36.1764
24383,-311.256
49212,4.2309
28293,0.0
19511,30.415
28417,5.837
6268,50.61
1631,1081.35
5847,0.45
27297,530.72
15463,6.04
46168,12.78
30379,56.925
839,69.48
18649,12.06
37059,3.27
37735,17.8152
43157,0.93
7635,40.02
37301,24.24
34000,42.225
42545,-10.992
43974,10.422
6065,341.16
11427,69.986
21476,-4.8392
22468,7.64
29890,-3.8661
25953,26.88
12000,13.2
2517,63.6
25782,0.16
23923,0.0
33825,52.4895
11426,-33.6414
19067,-4.66
1846,8.2896
31029,-32.562
48908,1.3104
15703,-36.52
35606,17.505
27593,1.92
27980,232.8
25024,50.76
26316,13.5
34479,31.05
16492,106.53
3197,89.3142
2865,224.28
36480,22.53
11024,343.836
9242,90.72
8442,6.0
1736,16.44
9590,20.4201
36754,41.28
11494,1.9
22571,0.307
43905,21.6
47729,5.8203
49174,1.02
46579,3.8822
25891,93.54
39916,13.452
16701,185.16
1930,18.96
13659,5.334
1126,13.2
34023,-15.48
7128,-62.3862
28655,6.762
12789,0.0
7161,13.26
28648,-103.861
48306,-1.728
44218,26.46
24424,152.67
33245,84.12
2888,21.2856
12141,222.588
25815,-3.105
14279,-1.44
27121,150.54
43962,8.5
17432,-11.04
12539,337.26
10798,104.753
49241,0.0
29561,0.504
30970,58.29
29310,-4.5
10016,28.014
10157,8.64
43955,2.64
47945,2.8224
23201,19.44
14084,-9.76
14478,-18.0385
19588,-30.987
30727,17.19
38161,29.3284
46421,-26.688
14045,252.588
33003,40.32
27232,54.666
33504,31.0688
46475,2.97
7615,141.48
12680,-14.5656
47183,2.48
40571,-6.4232
29296,-14.998
61,30.6
33364,14.3075
12622,-2.7588
6939,77.04
29667,5.4
45825,-14.28
20728,-135.028
31141,65.28
1808,-458.147
31244,-148.293
32749,8.7
37603,7.7679
32367,18.6
29445,-26.1225
41588,18.9
21308,-75.5958
9606,37.56
30045,68.418
18590,194.4
14643,189.036
45152,-11.631
3489,91.8
8034,1.86
8337,10.7
5572,77.04
32723,12.3144
9064,-103.32
7451,357.48
39907,44.16
48048,-9.48
45632,2.82
47073,2.97
10259,35.994
14806,283.95
47294,-13.68
40295,-28.992
5525,14.79
31825,23.82
42686,0.45
1572,182.13
31400,17.4
28891,8.6855
25354,0.864
25747,-114.264
12004,137.6
32235,40.86
939,1007.98
7308,15.21
46449,3.24
48982,12.4416
40888,5.7
40802,11.82
34970,-6.0192
41719,20.43
22557,13.392
46404,-7.728
3460,-26.946
49609,5.16
48143,-1.3608
23737,2.079
22249,3.72
47985,-1.197
34041,-4.617
27838,19.98
14653,19.77
35809,40.4432
47751,-20.598
37996,-6.15
40404,-17.772
38809,47.52
3021,-341.341
3220,28.116
17703,-99.135
150,732.72
47787,-8.37
35681,-9.204
24330,-117.924
49365,-6.696
49302,1.52
4678,35.04
11096,20.472
18082,8.4
5872,39.15
17780,3.528
42547,-2.676
33801,-50.652
49175,2.64
12257,-17.184
3929,337.14
35377,-24.64
37712,22.5008
3298,166.26
21268,13.0095
43149,25.872
1489,2.7
34354,16.1838
28077,-24.0468
42121,14.58
39845,11.04
41298,15.66
45973,14.9156
9584,20.296
28485,70.74
45111,1.14
13294,11.79
33215,4.56
8647,5.88
9957,209.34
42214,38.97
17925,279.252
33704,-52.26
25284,-29.136
33063,0.0
43265,1.11
10026,7.92
283,19.2
26658,35.688
5070,79.28
24192,-8.3524
26046,2.784
39215,-27.0
43311,0.0
20440,85.5
27342,-5.796
23980,27.06
47174,-4.584
45383,5.49
49376,-1.902
37523,-20.7
46227,-113.76
21958,3.57
43497,15.36
28493,-2.628
5920,7.272
4036,107.85
44178,36.84
22895,41.85
4609,708.12
42572,6.54
17008,49.4282
586,11.64
37041,4.7268
5715,95.64
3789,185.997
35636,64.92
1697,183.24
32268,18.0
33498,-29.628
25048,62.4
24037,1.04
33219,20.9592
13676,10.08
33792,1.38
18746,-0.0423
9961,8.2302
49307,1.3536
11742,19.2384
23745,17.52
41598,9.2178
33450,33.8598
7406,-17.152
23602,-125.275
24731,6.576
31069,44.0433
29995,34.9648
39921,-12.96
39800,4.74
28638,10.881
39812,8.922
19485,21.096
22608,6.216
10894,26.496
7289,127.476
36677,-63.36
3504,248.64
29325,15.0
43840,2.8
45672,-31.8612
5329,-0.08
37074,27.882
5876,-57.54
42704,9.3228
27896,66.36
23294,-41.73
39141,8.499
12627,6.549
19174,-274.68
10829,40.95
41218,24.64
42039,-0.9642
3189,151.061
33424,-3.094
13098,1.44
48088,-9.948
29549,11.4
5260,-131.82
43806,0.0
41704,8.37
45977,4.71
9928,63.84
2265,42.24
15985,125.16
26286,147.51
30875,43.68
10491,-40.08
9738,-19.386
18391,12.41
9040,-34.83
49050,1.8144
19458,60.392
34388,10.76
10880,27.36
34145,-271.236
20231,-95.934
29264,-91.3112
45937,5.04
42618,7.6
7144,-42.747
12117,23.76
28322,-22.2162
43855,-4.44
26151,25.011
20867,-188.7
32787,7.106
17135,14.52
31469,8.85
39641,6.8724
34965,11.85
41407,-61.97
36384,51.2757
40590,21.03
47286,11.76
5823,13.8915
28443,42.54
38464,45.7632
34507,-139.86
16591,-25.6368
31662,22.5
29161,-58.752
